flight_number,origin,destination,departure_time,aircraft_type,occurrences
BA8489,LCY,AMS,09:50,E90,199
BA8496,AMS,LCY,09:10,E90,228
BA8497,LCY,AMS,07:15,E90,183
BA854,FRA,PRG,18:15,319,1
BA859,AMS,LHR,15:50,320,1
BA8731,FRA,LCY,12:30,E90,1
BA8732,LCY,FRA,07:10,E90,126
BA8733,FRA,LCY,09:20,E90,126
BA8734,LCY,FRA,14:45,E90,310
BA8735,FRA,LCY,16:50,E90,308
BA8737,FRA,LCY,19:10,E90,161
BA8738,LCY,FRA,17:00,E90,162
BA8761,LCY,FRA,07:05,E90,139
BA8762,FRA,LCY,09:15,E90,139
BA900,LHR,FRA,07:45,320,95
BA901,FRA,LHR,04:40,320,373
BA902,LHR,FRA,05:55,320,303
BA903,FRA,LHR,08:40,320,302
BA904,LHR,FRA,11:25,319,220
BA905,FRA,LHR,14:05,319,220
BA906,LHR,FRA,15:25,320,88
BA907,FRA,LHR,18:10,320,87
BA908,LHR,FRA,14:05,320,93
BA909,FRA,LHR,16:55,320,93
BA910,LHR,FRA,19:15,320,348
BA911,FRA,LHR,06:20,320,347
BA912,LHR,FRA,16:55,320,24
BA913,FRA,LHR,20:00,319,12
BA914,LHR,FRA,16:05,319,70
BA915,FRA,LHR,18:30,319,70
BA916,LHR,FRA,19:00,320,274
BA9272,PRG,FRA,15:05,320,1
BQ2101,BZO,FRA,08:30,DH8,1
BQ2104,FRA,LNZ,11:45,E95,1
BQ2131,AMS,OMO,12:34,E95,1
BQ2132,PRG,AMS,15:30,DH8,1
BQ2301,FRA,NCE,11:00,DH8,1
BQ2302,MXP,FRA,08:00,DH8,2
BQ2331,OMO,AMS,08:00,E95,1
BQ2332,AMS,OMO,07:00,DH8,1
BR075,TPE,AMS,05:10,77W,183
BR076,AMS,BKK,19:40,77W,175
BT1061,PLQ,AMS,13:25,220,79
BT1062,AMS,PLQ,18:25,220,102
BT243,RIX,FRA,04:45,220,317
BT244,FRA,RIX,07:50,220,316
BT245,RIX,FRA,15:00,220,90
BT246,FRA,RIX,18:15,220,90
BT617,RIX,AMS,04:45,220,424
BT618,AMS,RIX,08:00,220,419
BT619,RIX,AMS,14:00,220,426
BT620,AMS,RIX,17:10,220,423
BT621,RIX,AMS,08:50,220,309
BT622,AMS,RIX,12:05,220,306
BT7701,HEL,FRA,14:00,220,3
BT7702,VNO,AMS,07:35,220,1
BT7714,RIX,FRA,07:30,220,1
BT857,TLL,AMS,05:35,220,420
BT858,AMS,TLL,07:55,220,417
BT859,TLL,AMS,11:05,220,369
BT860,AMS,TLL,14:35,220,365
BT959,VNO,AMS,11:10,220,357
BT960,AMS,VNO,14:35,220,350
BT961,VNO,AMS,04:50,220,423
BT962,AMS,VNO,08:10,220,419
BT9802,AMS,RIX,09:20,220,4
BT9804,AMS,TLL,08:30,220,2
BT9805,AMS,RIX,10:10,220,1
BT9806,AMS,RIX,19:30,220,1
BT9811,RIX,AMS,08:55,220,1
BT9812,AMS,RIX,11:35,220,2
BT9813,FRA,RIX,19:05,220,1
BT9816,FRA,RIX,10:45,220,1
BZ0611,AMS,TLV,16:35,738,6
BZ0612,TLV,AMS,10:10,738,10
C3467,BUD,FRA,13:15,320,1
C3468,FRA,BUD,11:25,320,1
C3481,ATH,AMS,06:10,320,1
C3530,FRA,TGD,15:15,320,1
C3531,TGD,FRA,18:15,320,1
C39482,AMS,LJU,10:40,320,1
C39530,BGY,FRA,12:45,320,1
C39531,FRA,BGY,10:45,320,1
C39534,FRA,NCE,05:15,320,1
C39535,NCE,FRA,06:10,320,1
C6151,TAS,FRA,08:20,320,9
C6152,FRA,TAS,06:20,320,8
C67617,UTTT,AMS,02:45,763,4
C67618,AMS,ALA,12:00,763,4
CA088,FRA,PEK,05:10,77W,1
CA1001,PVG,AMS,19:00,772,15
CA1002,AMS,PVG,09:30,772,16
CA1003,CTU,AMS,01:55,772,1
CA1013,PVG,FRA,05:20,77L,51
CA1014,FRA,PEK,19:15,77L,48
CA1021,PVG,FRA,21:00,77L,63
CA1022,FRA,PVG,14:55,77L,64
CA1027,FRA,LGG,09:50,77L,2
CA1031,PVG,FRA,02:20,77L,38
CA1032,FRA,PVG,16:15,77L,35
CA1033,PVG,AMS,03:05,772,110
CA1034,AMS,PVG,11:45,772,112
CA1035,CDG,FRA,10:00,77L,15
CA1036,FRA,PVG,13:50,77L,15
CA1039,PVG,AMS,01:10,772,152
CA1040,AMS,PVG,15:15,772,152
CA1041,PVG,FRA,05:20,77L,57
CA1042,FRA,PEK,19:15,77L,56
CA1043,PVG,AMS,04:10,772,55
CA1044,AMS,PEK,18:15,772,54
CA1047,PVG,FRA,21:30,77L,90
CA1048,FRA,PVG,11:45,77L,90
CA3037,CTU,FRA,21:55,332,2
CA3038,FRA,CTU,11:55,332,3
CA3102,AMS,HGH,09:45,772,4
CA3119,CTU,AMS,00:50,332,26
CA3120,AMS,CTU,15:00,332,26
CA3143,CTU,FRA,20:00,332,52
CA3144,FRA,CTU,10:25,332,52
CA3159,CTU,AMS,20:00,332,221
CA3160,AMS,CTU,11:20,332,221
CA431,TFU,FRA,17:45,333,173
CA432,FRA,TFU,12:15,333,172
CA771,SZX,FRA,16:05,77W,153
CA772,FRA,SZX,10:45,77W,155
CA8401,PVG,FRA,01:50,77L,2
CA8402,FRA,TSN,16:15,77L,4
CA8439,PVG,FRA,23:50,77L,1
CA931,PEK,FRA,05:30,77W,417
CA932,FRA,PEK,18:00,77W,412
CA935,PVG,FRA,03:05,350,402
CA936,FRA,PVG,17:20,350,399
CA957,PEK,FRA,01:55,77W,171
CA958,FRA,PEK,14:20,77W,169
CA961,FRA,MUC,08:10,77W,1
CA965,PEK,FRA,18:30,77W,398
CA966,FRA,PEK,12:15,77W,403
CC4167,FRA,CHR,07:00,744,1
CC4220,DWC,FRA,10:30,744,1
CD021,BUD,AMS,10:00,73M,1
CD030,AMS,GOT,08:30,73M,1
CD033,GRO,AMS,19:08,73M,1
CD090,GOT,AMS,15:15,73M,1
CD099,AMS,HRG,17:05,73M,10
CD100,HRG,AMS,02:15,73M,10
CD1000,AMS,MST,09:56,73M,2
CD1001,MST,AMS,15:06,73M,2
CD105,AMS,MJT,08:50,73M,8
CD106,MJT,AMS,13:00,73M,8
CD109,AMS,MJT,05:30,73M,7
CD110,MJT,AMS,16:10,73M,7
CD1185,AMS,AHU,13:30,73M,1
CD1186,AHU,AMS,18:05,73M,1
CD121,AMS,LPA,08:50,73M,6
CD122,LPA,AMS,14:35,73M,6
CD123,AMS,BJL,06:30,73M,20
CD1236,NDR,AMS,21:20,73M,1
CD124,BJL,AMS,14:10,73M,20
CD1286,NDR,AMS,22:25,73M,1
CD129,AMS,LPA,05:30,73M,1
CD130,LPA,AMS,11:15,73M,1
CD131,AMS,GZP,05:20,73M,9
CD132,GZP,AMS,09:35,73M,9
CD139,AMS,GZP,15:00,73M,1
CD140,GZP,AMS,19:50,73M,1
CD141,AMS,AYT,14:45,350,16
CD142,AYT,AMS,20:05,350,15
CD143,AMS,AYT,05:25,73M,5
CD144,AYT,AMS,10:15,73M,5
CD1481,AMS,AHU,17:30,73M,7
CD1482,AHU,AMS,21:40,73M,7
CD149,AMS,AYT,11:35,73M,7
CD150,AYT,AMS,16:25,73M,7
CD155,AMS,HER,17:30,73M,7
CD156,HER,AMS,22:00,73M,7
CD157,AMS,HER,16:10,73M,10
CD158,HER,AMS,20:40,73M,9
CD1633,AMS,NDR,17:30,73M,7
CD1634,NDR,AMS,21:35,73M,8
CD167,AMS,SMI,05:00,73M,35
CD168,SMI,AMS,09:20,73M,34
CD181,AMS,BJL,05:30,73M,3
CD182,BJL,AMS,13:10,73M,3
CD191,AMS,HRG,15:05,73M,1
CD192,HRG,AMS,21:00,73M,1
CD195,AMS,HRG,08:15,73M,9
CD196,HRG,AMS,14:10,73M,9
CD197,AMS,HRG,05:00,73M,4
CD198,HRG,AMS,10:45,73M,5
CD199,AMS,HRG,16:50,73M,16
CD200,HRG,AMS,00:05,73M,16
CD201,AMS,RHO,05:00,73M,26
CD202,RHO,AMS,09:35,73M,26
CD209,AMS,LPA,09:35,73M,12
CD210,LPA,AMS,15:25,73M,12
CD213,AMS,AYT,08:00,73M,5
CD214,AYT,AMS,12:50,73M,5
CD215,AMS,AYT,15:45,73M,4
CD216,AYT,AMS,19:25,73M,5
CD217,AMS,AYT,05:00,73M,11
CD218,AYT,AMS,09:35,73M,8
CD235,AMS,HRG,07:55,73M,12
CD236,HRG,AMS,14:00,73M,12
CD237,AMS,KGS,15:25,73M,14
CD238,KGS,AMS,19:55,73M,13
CD245,AMS,GZP,07:00,73M,9
CD246,GZP,AMS,11:50,73M,9
CD247,AMS,GZP,16:20,73M,1
CD248,GZP,AMS,21:10,73M,1
CD249,AMS,GZP,05:20,73M,25
CD250,GZP,AMS,10:20,73M,25
CD253,AMS,PMI,14:45,73M,17
CD254,PMI,AMS,18:10,73M,18
CD255,AMS,PMI,18:00,73M,2
CD256,PMI,AMS,21:25,73M,1
CD263,AMS,TFS,08:20,73M,1
CD264,TFS,AMS,14:10,73M,1
CD273,AMS,LPA,07:15,73M,2
CD274,LPA,AMS,14:25,73M,2
CD298,CUR,AMS,02:30,343,1
CD303,AMS,GZP,07:00,73M,7
CD304,GZP,AMS,11:50,73M,8
CD307,AMS,GZP,05:00,73M,1
CD308,GZP,AMS,09:35,73M,1
CD311,AMS,BJL,06:30,73M,10
CD312,BJL,AMS,14:10,73M,10
CD317,AMS,PVK,05:30,73M,24
CD318,PVK,AMS,11:00,73M,24
CD329,AMS,AGP,05:10,73M,18
CD330,AGP,AMS,09:30,73M,18
CD343,AMS,HER,15:25,73M,21
CD344,HER,AMS,19:55,73M,22
CD345,AMS,HER,12:35,73M,3
CD346,HER,AMS,16:45,73M,3
CD353,AMS,BOJ,15:25,73M,1
CD354,BOJ,AMS,19:20,73M,1
CD357,AMS,BOJ,13:35,73M,19
CD358,BOJ,AMS,17:30,73M,19
CD362,AYT,AMS,19:15,73M,2
CD363,AMS,AYT,06:55,73M,1
CD364,AYT,AMS,11:45,73M,1
CD365,AMS,AYT,05:20,73M,12
CD366,AYT,AMS,10:10,73M,10
CD367,AMS,AYT,11:45,73M,1
CD368,AYT,AMS,16:35,73M,1
CD369,AMS,AYT,17:50,73M,8
CD370,AYT,AMS,22:40,73M,8
CD391,AMS,HRG,05:20,73M,11
CD392,HRG,AMS,11:15,73M,11
CD393,AMS,HRG,14:40,73M,2
CD394,HRG,AMS,21:05,73M,1
CD397,CUR,AMS,06:40,343,1
CD399,AMS,HRG,17:30,73M,12
CD400,HRG,AMS,00:25,73M,11
CD405,AMS,SMI,05:00,73M,22
CD406,SMI,AMS,09:20,73M,24
CD413,AMS,KGS,14:25,73M,3
CD414,RHO,AMS,20:00,73M,3
CD415,AMS,KGS,05:00,73M,5
CD416,KGS,AMS,09:30,73M,4
CD417,AMS,AYT,10:20,73M,17
CD418,AYT,AMS,15:05,73M,17
CD419,AMS,KGS,06:00,73M,2
CD420,RHO,AMS,12:00,73M,4
CD421,AMS,AYT,14:45,350,13
CD422,AYT,AMS,20:05,350,14
CD423,AMS,AYT,09:15,73M,2
CD424,AYT,AMS,14:20,73M,2
CD427,AMS,AYT,05:00,73M,5
CD428,AYT,AMS,09:49,73M,3
CD429,AMS,HRG,06:20,73M,6
CD430,HRG,AMS,12:15,73M,6
CD431,AMS,AYT,11:35,73M,2
CD432,AYT,AMS,16:25,73M,2
CD433,AMS,AYT,05:15,73M,1
CD435,AMS,LPA,05:25,73M,8
CD436,LPA,AMS,11:10,73M,8
CD441,AMS,CUR,18:35,343,1
CD442,CUR,AMS,06:50,343,1
CD453,AMS,RHO,14:20,73M,4
CD454,RHO,AMS,18:55,73M,4
CD457,AMS,RHO,15:30,73M,2
CD458,RHO,AMS,21:40,73M,1
CD459,AMS,RHO,08:00,73M,9
CD460,RHO,AMS,12:35,73M,9
CD463,AMS,HRG,10:15,73M,7
CD464,HRG,AMS,16:35,73M,7
CD465,AMS,PMI,14:25,73M,14
CD466,PMI,AMS,17:45,73M,14
CD471,AMS,MJT,05:30,73M,14
CD472,MJT,AMS,09:40,73M,14
CD473,AMS,HRG,16:10,73M,1
CD474,HRG,AMS,23:55,73M,1
CD479,AMS,MJT,02:55,73M,1
CD480,MJT,AMS,07:05,73M,1
CD491,AMS,HRG,07:45,73M,3
CD492,HRG,AMS,13:40,73M,3
CD493,AMS,HRG,05:05,73M,1
CD494,HRG,AMS,11:00,73M,2
CD495,AMS,HRG,14:25,73M,3
CD496,HRG,AMS,20:20,73M,3
CD497,AMS,CUR,07:40,333,1
CD498,CUR,AMS,14:30,333,1
CD499,AMS,HRG,16:35,73M,15
CD500,HRG,AMS,00:20,73M,16
CD507,AMS,GZP,05:00,73M,10
CD508,GZP,AMS,09:35,73M,10
CD509,AMS,GZP,14:30,73M,8
CD5099,AMS,AYT,15:50,73M,1
CD510,GZP,AMS,19:20,73M,7
CD5100,AYT,AMS,10:30,73M,1
CD5109,AMS,DLM,15:25,73M,5
CD511,AMS,HER,05:00,73M,17
CD5110,DLM,AMS,19:53,73M,4
CD5112,AYT,AMS,04:01,73M,1
CD5113,AMS,AYT,06:15,73M,4
CD5114,AYT,AMS,11:05,73M,4
CD5115,AMS,AYT,06:25,73M,3
CD5116,AYT,AMS,11:14,73M,2
CD5119,AMS,ASR,20:15,73M,4
CD512,HER,AMS,09:30,73M,17
CD5120,ASR,AMS,01:35,73M,5
CD5121,AMS,AYT,05:15,73M,4
CD5122,AYT,AMS,10:05,73M,4
CD5124,GZP,AMS,16:50,73M,1
CD5125,AMS,AYT,07:15,73M,5
CD5126,AYT,AMS,12:05,73M,4
CD5127,AMS,DLM,15:20,73M,3
CD5128,DLM,AMS,20:00,73M,4
CD5129,AMS,KYA,20:20,73M,4
CD513,AMS,HER,07:00,73M,10
CD5130,KYA,AMS,01:35,73M,5
CD5131,AMS,ADB,14:30,73M,1
CD5132,AYT,AMS,07:16,73M,2
CD5135,AMS,AYT,08:15,73M,15
CD5136,AYT,AMS,10:10,73M,14
CD5137,AMS,ADB,12:50,73M,4
CD5138,ADB,AMS,17:00,73M,5
CD514,HER,AMS,11:30,73M,10
CD5140,GZP,AMS,04:45,73M,1
CD5141,AMS,AYT,09:45,73M,1
CD5143,AMS,GZP,07:50,73M,1
CD5144,GZP,AMS,08:50,73M,1
CD5145,AMS,AYT,05:15,73M,5
CD5146,AYT,AMS,10:05,73M,5
CD5148,AYT,AMS,03:00,73M,1
CD5149,AMS,ASR,20:05,73M,5
CD5150,ASR,AMS,01:25,73M,5
CD5151,AMS,AYT,05:15,73M,5
CD5152,AYT,AMS,10:05,73M,5
CD5154,AYT,AMS,07:20,73M,1
CD5155,AMS,AYT,10:15,73M,3
CD5156,AYT,AMS,15:05,73M,2
CD5157,AMS,AYT,16:00,73M,3
CD5158,AYT,AMS,20:44,73M,3
CD5159,AMS,KYA,20:20,73M,4
CD5160,KYA,AMS,01:35,73M,4
CD5161,AMS,DLM,05:00,73M,5
CD5162,DLM,AMS,09:40,73M,5
CD5163,AMS,BJV,17:15,73M,4
CD5164,BJV,AMS,21:30,73M,4
CD5166,AYT,AMS,17:20,73M,1
CD5168,AYT,AMS,04:07,73M,1
CD5169,AMS,AYT,06:50,73M,4
CD5170,AYT,AMS,11:40,73M,4
CD5173,AMS,AYT,16:55,73M,5
CD5174,AYT,AMS,21:45,73M,6
CD5175,AMS,ADB,12:50,73M,4
CD5176,ADB,AMS,17:00,73M,4
CD5177,AMS,AYT,08:15,73M,14
CD5178,AYT,AMS,13:05,73M,12
CD5181,AMS,BJV,15:55,73M,4
CD5182,BJV,AMS,20:30,73M,4
CD5185,AMS,BJV,05:00,73M,1
CD5186,BJV,AMS,09:35,73M,1
CD5193,AMS,AYT,16:20,73M,3
CD5194,AYT,AMS,21:10,73M,3
CD5197,AMS,DLM,05:00,73M,1
CD5198,DLM,AMS,09:30,73M,1
CD5211,AMS,SMI,05:15,73M,4
CD5212,SMI,AMS,09:24,73M,4
CD5213,AMS,MJT,05:00,73M,4
CD5214,MJT,AMS,09:10,73M,4
CD5215,AMS,HER,14:30,73M,4
CD5216,HER,AMS,19:00,73M,4
CD5221,AMS,KGS,15:25,73M,4
CD5222,KGS,AMS,19:55,73M,4
CD5227,AMS,RHO,05:00,73M,4
CD5228,RHO,AMS,09:21,73M,4
CD5233,AMS,HER,15:25,73M,4
CD5234,HER,AMS,19:55,73M,5
CD5237,AMS,ZTH,07:00,73M,4
CD5238,ZTH,AMS,10:55,73M,5
CD5244,KGS,AMS,15:50,73M,1
CD5245,AMS,RHO,15:25,73M,1
CD5246,RHO,AMS,20:00,73M,1
CD525,AMS,GOA,06:30,73M,30
CD5253,AMS,ZTH,14:40,73M,5
CD5254,ZTH,AMS,19:00,73M,4
CD5257,AMS,HER,05:00,73M,5
CD5258,HER,AMS,09:30,73M,5
CD526,GOA,AMS,14:10,73M,30
CD5261,AMS,PVK,13:20,73M,3
CD5262,PVK,AMS,17:05,73M,3
CD5267,AMS,ZTH,05:00,73M,4
CD5268,ZTH,AMS,09:00,73M,4
CD5272,KGS,AMS,10:35,73M,1
CD5273,AMS,RHO,14:30,73M,4
CD5274,RHO,AMS,19:05,73M,4
CD5275,AMS,KGS,05:15,73M,4
CD5276,KGS,AMS,09:30,73M,5
CD5282,HER,AMS,17:10,73M,1
CD5299,AMS,SMI,09:25,73M,9
CD5313,AMS,HRG,07:40,73M,14
CD5314,HRG,AMS,13:40,73M,13
CD5317,AMS,HRG,14:00,350,4
CD5318,HRG,AMS,20:30,350,4
CD533,AMS,ZTH,14:30,73M,1
CD5333,AMS,HRG,06:40,73M,1
CD5334,HRG,AMS,12:40,73M,1
CD534,ZTH,AMS,18:15,73M,5
CD5345,AMS,HRG,08:00,73M,14
CD5346,HRG,AMS,14:00,73M,14
CD5347,AMS,HRG,14:30,350,5
CD5348,HRG,AMS,20:30,350,5
CD535,AMS,ZTH,03:55,73M,17
CD536,ZTH,AMS,19:00,73M,14
CD5363,AMS,HRG,08:00,73M,14
CD5364,HRG,AMS,14:00,73M,14
CD5365,AMS,HRG,14:30,73M,4
CD5366,HRG,AMS,20:30,73M,4
CD5369,AMS,HRG,20:50,73M,1
CD537,AMS,ZTH,05:40,73M,6
CD5370,HRG,AMS,02:30,73M,1
CD5375,AMS,HRG,08:15,73M,4
CD5376,HRG,AMS,14:15,73M,5
CD5379,AMS,HRG,15:10,73M,1
CD538,ZTH,AMS,17:25,73M,5
CD5380,HRG,AMS,01:00,73M,1
CD5389,AMS,HRG,20:40,73M,1
CD5390,HRG,AMS,03:00,73M,1
CD5417,AMS,LPA,09:45,73M,1
CD5418,LPA,AMS,15:25,73M,1
CD5427,AMS,LPA,09:45,73M,3
CD5428,LPA,AMS,15:25,73M,4
CD5443,AMS,LPA,06:15,73M,5
CD5444,LPA,AMS,11:55,73M,5
CD545,AMS,LPA,14:35,73M,3
CD5453,AMS,LPA,11:00,73M,4
CD5454,LPA,AMS,16:40,73M,5
CD5457,AMS,LPA,06:00,73M,9
CD5458,LPA,AMS,11:40,73M,9
CD546,LPA,AMS,20:00,73M,3
CD5471,AMS,LPA,05:30,73M,4
CD5472,LPA,AMS,11:10,73M,4
CD549,AMS,LPA,15:10,73M,8
CD550,LPA,AMS,20:55,73M,8
CD5517,AMS,AHU,13:40,73M,4
CD5518,AHU,AMS,17:45,73M,4
CD553,AMS,HRG,06:55,73M,3
CD554,HRG,AMS,12:55,73M,3
CD559,AMS,HRG,16:45,73M,12
CD560,HRG,AMS,00:25,73M,12
CD561,AMS,AYT,13:55,73M,12
CD562,AYT,AMS,19:20,73M,13
CD563,AMS,HRG,07:55,73M,13
CD5631,AMS,BOJ,05:00,73M,4
CD5632,BOJ,AMS,08:40,73M,4
CD564,HRG,AMS,14:00,73M,13
CD565,AMS,AYT,00:40,73M,2
CD566,AYT,AMS,05:30,73M,1
CD567,AMS,AYT,06:15,73M,2
CD5673,AMS,BOJ,05:00,73M,4
CD5674,BOJ,AMS,08:40,73M,4
CD568,AYT,AMS,11:05,73M,2
CD569,AMS,AYT,11:50,73M,2
CD570,AYT,AMS,16:30,73M,2
CD571,AMS,AYT,05:00,73M,1
CD5711,AMS,BJL,06:35,73M,6
CD5712,BJL,AMS,14:10,73M,6
CD5727,AMS,BJL,08:07,73M,1
CD5749,AMS,BJL,14:35,73M,23
CD5751,AMS,BJL,06:35,73M,6
CD5752,BJL,AMS,14:10,73M,7
CD579,AMS,BJL,05:30,73M,1
CD580,BJL,AMS,13:10,73M,2
CD5861,AMS,KTT,06:00,73M,8
CD5862,KTT,AMS,10:10,73M,8
CD5871,AMS,KAO,06:20,73M,3
CD5872,KAO,AMS,10:35,73M,3
CD598,CUR,AMS,23:45,350,114
CD5989,AMS,CUR,11:55,350,50
CD599,AMS,CUR,11:55,350,201
CD5990,CUR,AMS,23:45,350,53
CD5997,BON,AMS,02:00,350,154
CD601,AMS,GZP,07:00,73M,10
CD602,GZP,AMS,11:50,73M,10
CD605,AMS,GZP,13:30,73M,1
CD606,GZP,AMS,18:40,73M,1
CD609,AMS,GZP,05:00,73M,17
CD610,GZP,AMS,09:50,73M,18
CD611,AMS,LPA,05:20,73M,4
CD612,LPA,AMS,11:05,73M,4
CD619,AMS,LPA,06:05,73M,13
CD620,LPA,AMS,12:05,73M,13
CD621,AMS,PMI,13:55,73M,20
CD622,PMI,AMS,17:20,73M,21
CD623,AMS,PMI,05:00,73M,1
CD624,PMI,AMS,08:25,73M,2
CD627,AMS,PMI,16:25,73M,1
CD628,PMI,AMS,20:19,73M,1
CD631,AMS,AYT,12:19,73M,2
CD632,AYT,AMS,17:10,73M,2
CD633,AMS,AYT,05:20,73M,2
CD634,AYT,AMS,11:50,738,1
CD637,AMS,AYT,19:25,73M,1
CD638,AYT,AMS,23:55,73M,1
CD639,AMS,AYT,15:15,73M,18
CD640,AYT,AMS,20:05,73M,19
CD643,AMS,ZTH,05:00,73M,21
CD644,ZTH,AMS,09:00,73M,21
CD647,AMS,ZTH,01:15,73M,8
CD648,ZTH,AMS,05:15,73M,8
CD659,AMS,PVK,09:45,73M,11
CD660,PVK,AMS,13:40,73M,12
CD661,AMS,KTT,06:00,73M,10
CD662,KTT,AMS,18:35,73M,10
CD669,AMS,BJL,17:00,73M,1
CD670,BJL,AMS,00:30,73M,1
CD695,AMS,KTT,09:55,73M,1
CD696,KTT,AMS,14:40,73M,1
CD697,AMS,HRG,06:00,73M,16
CD698,HRG,AMS,11:55,73M,15
CD699,AMS,HRG,18:00,73M,16
CD700,HRG,AMS,00:05,73M,16
CD701,AMS,GZP,05:20,73M,1
CD702,GZP,AMS,10:10,73M,1
CD703,AMS,GZP,06:55,73M,12
CD704,GZP,AMS,11:39,73M,12
CD707,AMS,GZP,13:30,73M,3
CD708,GZP,AMS,18:20,73M,3
CD711,AMS,HRG,06:15,73M,21
CD712,HRG,AMS,12:10,73M,21
CD723,AMS,RHO,14:20,73M,19
CD724,RHO,AMS,18:55,73M,17
CD725,AMS,RHO,15:45,73M,8
CD726,RHO,AMS,20:20,73M,8
CD7379,AMS,BUD,14:30,73M,3
CD7380,BUD,AMS,13:00,73M,1
CD739,AMS,KGS,05:00,73M,25
CD740,KGS,AMS,09:30,73M,26
CD745,AMS,HRG,15:10,73M,1
CD749,AMS,HRG,06:05,73M,4
CD750,HRG,AMS,11:46,73M,4
CD755,AMS,ZTH,05:00,73M,25
CD756,ZTH,AMS,09:00,73M,25
CD763,AMS,TFS,10:30,73M,16
CD764,TFS,AMS,16:30,73M,16
CD781,AMS,AYT,05:20,73M,5
CD782,AYT,AMS,10:10,73M,4
CD787,AMS,AYT,15:35,73M,1
CD797,AMS,BOJ,13:30,73M,7
CD798,BOJ,AMS,17:25,73M,7
CD8989,AMS,CUR,16:45,350,1
CD921,AMS,VIE,09:00,73M,1
CD9211,AMS,WAW,08:15,73M,1
CD9212,WAW,AMS,09:25,73M,1
CD9291,AMS,ATH,06:00,73M,3
CD9292,ATH,AMS,13:00,73M,3
CD939,AMS,HER,06:30,73M,1
CD940,HRG,AMS,17:20,73M,1
CD9421,AMS,ATH,06:00,73M,1
CD9422,ATH,AMS,13:00,73M,1
CD9543,AMS,AGP,09:00,73M,1
CD9544,AGP,AMS,15:54,73M,1
CD9552,MLA,AMS,18:10,73M,1
CD9712,SPU,AMS,11:51,73M,1
CD9732,CHQ,AMS,12:45,73M,1
CD9771,AMS,OPO,15:40,73M,1
CD9772,OPO,AMS,11:00,73M,1
CD988,KTT,AMS,11:55,73M,1
CI0073,TPE,AMS,15:10,350,232
CI0074,AMS,TPE,09:00,350,234
CI061,TPE,FRA,15:10,350,404
CI062,FRA,TPE,09:15,350,415
CI2061,TPE,FRA,01:25,350,2
CI2062,FRA,TPE,08:00,350,1
CI2073,TPE,AMS,18:10,350,2
CI2074,AMS,TPE,12:10,350,2
CI5032,AMS,TPE,13:35,772,6
CI5521,DWC,FRA,04:30,77L,113
CI5522,FRA,TPE,14:40,77L,112
CI5523,DWC,FRA,04:55,77L,10
CI5524,FRA,DWC,14:50,77L,10
CI5531,TPE,AMS,04:30,772,6
CI5663,DEL,FRA,02:20,77L,9
CI5685,TPE,AMS,02:25,772,122
CI5686,AMS,BOM,14:40,772,118
CK205,PVG,AMS,02:30,772,419
CK206,AMS,PVG,17:25,772,404
CK209,PVG,AMS,21:30,772,98
CK210,AMS,PVG,12:00,772,94
CK211,PVG,FRA,01:50,77L,47
CK212,FRA,PVG,16:15,77L,46
CK215,PVG,FRA,21:10,77L,407
CK216,FRA,PVG,12:25,77L,407
CK217,PVG,AMS,21:30,772,45
CK218,AMS,PVG,12:00,772,46
CK235,CKG,FRA,04:55,77L,65
CK236,FRA,CKG,18:35,77L,63
CV2613,NBO,AMS,23:40,744,84
CV2614,NBO,AMS,23:00,744,1
CV5799,AMS,LUX,08:00,747,1
CV5939,AMS,LUX,08:20,747,1
CV5962,AMS,LUX,20:15,744,1
CV6055,AMS,LUX,08:55,744,1
CV6056,AMS,LUX,10:30,744,3
CV6236,AMS,LUX,01:25,744,78
CV6576,AMS,LUX,18:40,744,2
CV6764,AMS,LUX,13:45,744,1
CV6823,AMS,LUX,12:00,747,82
CX014,FRA,MXP,07:40,747,54
CX037,DEL,FRA,23:45,747,55
CX061,DWC,FRA,07:00,747,60
CX065,HKG,AMS,00:30,747,29
CX067,DWC,FRA,22:00,747,25
CX068,FRA,MXP,07:55,747,55
CX069,DWC,FRA,21:35,747,24
CX2014,HKG,AMS,09:45,747,59
CX2038,HKG,AMS,07:50,747,45
CX2066,AMS,FRA,11:30,747,80
CX2067,HKG,AMS,01:05,747,32
CX2068,AMS,FRA,10:25,747,95
CX2270,AMS,HKG,07:00,77W,2
CX2289,HKG,FRA,15:50,77W,2
CX251,HKG,AMS,14:55,77W,1
CX255,LHR,AMS,15:35,77W,1
CX270,AMS,HKG,10:15,350,400
CX271,HKG,AMS,15:15,350,408
CX288,FRA,HKG,11:45,77W,414
CX289,HKG,FRA,15:55,77W,405
CX3031,HKG,AMS,19:00,747,5
CX3064,FRA,HKG,19:20,744,10
CX3068,FRA,HKG,19:20,744,13
CZ0307,CAN,AMS,16:20,350,395
CZ0308,AMS,CAN,11:20,350,395
CZ0345,PKX,AMS,06:15,350,400
CZ0346,AMS,PKX,19:40,350,398
CZ2571,CAN,AMS,18:50,772,99
CZ2572,AMS,CAN,10:00,772,92
CZ2573,CAN,AMS,01:35,772,96
CZ2574,AMS,CAN,16:30,772,92
CZ2575,CAN,AMS,20:30,77L,16
CZ2576,AMS,CAN,10:20,772,53
CZ2577,CAN,AMS,20:30,77L,16
CZ2578,AMS,CAN,10:00,772,53
CZ2579,CAN,AMS,20:30,77L,18
